sequence_name	split
01_AE.JP.1993.93JP_NH1.AB052995	crf_bank
01_AE.JP.1993.NH25_93JPNH25T_93JP_NH2_5T.AB070352	crf_bank
01_AE.TH.1993.93TH051.AB220944	crf_bank
01_AE.TH.1993.93TH054.AB220945	crf_bank
01_AE.TH.1993.93TH060.AB220946	crf_bank
01_AE.TH.1993.93TH062.AB220947	crf_bank
01_AE.TH.1993.93TH065.AB220948	crf_bank
01_AE.JP.-.DR0492.AB253423	crf_bank
01_AE.TH.1993.93TH057.AB253424	crf_bank
01_AE.TH.1993.93TH057.AB253425	crf_bank
01_AE.JP.-.DR6824.AB253426	crf_bank
01_AE.JP.-.DR6824.AB253427	crf_bank
01_AE.JP.-.DR1741.AB253635	crf_bank
01_AE.JP.-.DR1741.AB253636	crf_bank
01_AE.JP.-.DR1741.AB253637	crf_bank
01_AE.JP.-.DR1741.AB253638	crf_bank
01_AE.JP.-.DR1741.AB253639	crf_bank
01_AE.JP.-.DR1741.AB253640	crf_bank
01_AE.JP.-.DR1741.AB253641	crf_bank
01_AE.JP.-.DR1741.AB253642	crf_bank
01_AE.JP.-.DR1741.AB253643	crf_bank
01_AE.JP.-.DR1741.AB253644	crf_bank
01_AE.JP.-.DR1741.AB253645	crf_bank
01_AE.JP.-.DR1741.AB253646	crf_bank
01_AE.JP.-.DR1873.AB253647	crf_bank
01_AE.JP.-.DR1873.AB253648	crf_bank
01_AE.JP.-.DR1873.AB253649	crf_bank
01_AE.JP.-.DR1873.AB253650	crf_bank
01_AE.JP.-.DR1873.AB253651	crf_bank
01_AE.JP.-.DR1873.AB253652	crf_bank
01_AE.JP.-.DR1873.AB253653	crf_bank
01_AE.JP.-.DR1873.AB253654	crf_bank
01_AE.JP.-.DR1873.AB253655	crf_bank
01_AE.JP.2000.DR1873.AB253656	crf_bank
01_AE.JP.-.DR1873.AB253657	crf_bank
01_AE.JP.-.DR1873.AB253658	crf_bank
01_AE.JP.-.DR2594.AB253659	crf_bank
01_AE.JP.-.DR2594.AB253660	crf_bank
01_AE.JP.-.DR2594.AB253661	crf_bank
01_AE.JP.-.DR2594.AB253662	crf_bank
01_AE.JP.-.DR2594.AB253663	crf_bank
01_AE.JP.-.DR2594.AB253664	crf_bank
01_AE.JP.-.DR2594.AB253665	crf_bank
01_AE.JP.-.DR2594.AB253666	crf_bank
01_AE.JP.-.DR2594.AB253667	crf_bank
01_AE.JP.-.DR2594.AB253668	crf_bank
01_AE.JP.-.DR3730.AB253669	crf_bank
01_AE.JP.-.DR3730.AB253670	crf_bank
01_AE.JP.-.DR3730.AB253671	crf_bank
01_AE.JP.-.DR3730.AB253672	crf_bank
01_AE.JP.-.DR3730.AB253673	crf_bank
01_AE.JP.-.DR3730.AB253674	crf_bank
01_AE.JP.-.DR3730.AB253675	crf_bank
01_AE.JP.-.DR3730.AB253676	crf_bank
01_AE.JP.-.DR3730.AB253677	crf_bank
01_AE.JP.-.DR3730.AB253678	crf_bank
01_AE.JP.-.DR3730.AB253679	crf_bank
01_AE.JP.-.DR3730.AB253680	crf_bank
01_AE.JP.-.DR0492.AB253681	crf_bank
01_AE.JP.-.DR0492.AB253682	crf_bank
01_AE.JP.-.DR0492.AB253683	crf_bank
01_AE.JP.-.DR0492.AB253684	crf_bank
01_AE.JP.-.DR0492.AB253685	crf_bank
01_AE.JP.-.DR0492.AB253686	crf_bank
01_AE.JP.-.DR0492.AB253687	crf_bank
01_AE.JP.-.DR0492.AB253688	crf_bank
01_AE.JP.-.DR0492.AB253689	crf_bank
01_AE.JP.-.DR0492.AB253690	crf_bank
01_AE.JP.-.DR0492.AB253691	crf_bank
01_AE.JP.-.DR1236.AB253692	crf_bank
01_AE.JP.-.DR1236.AB253693	crf_bank
01_AE.JP.-.DR1236.AB253694	crf_bank
01_AE.JP.-.DR1236.AB253695	crf_bank
01_AE.JP.-.DR1236.AB253696	crf_bank
01_AE.JP.-.DR1236.AB253697	crf_bank
01_AE.JP.-.DR1236.AB253698	crf_bank
01_AE.JP.-.DR1236.AB253699	crf_bank
01_AE.JP.-.DR1236.AB253700	crf_bank
01_AE.JP.-.DR1236.AB253701	crf_bank
01_AE.JP.-.DR1236.AB253702	crf_bank
01_AE.JP.-.DR2192.AB253703	crf_bank
01_AE.JP.-.DR2192.AB253704	crf_bank
01_AE.JP.-.DR2192.AB253705	crf_bank
01_AE.JP.-.DR2192.AB253706	crf_bank
01_AE.JP.-.DR2192.AB253707	crf_bank
01_AE.JP.-.DR2192.AB253708	crf_bank
01_AE.JP.-.DR2192.AB253709	crf_bank
01_AE.JP.-.DR2192.AB253710	crf_bank
01_AE.JP.-.DR2192.AB253711	crf_bank
01_AE.JP.-.DR2192.AB253712	crf_bank
01_AE.JP.-.DR2192.AB253713	crf_bank
01_AE.JP.-.DR2192.AB253714	crf_bank
01_AE.JP.-.DR2192.AB253715	crf_bank
01_AE.JP.-.DR2192.AB253716	crf_bank
01_AE.JP.-.DR5032.AB253717	crf_bank
01_AE.JP.-.DR5032.AB253718	crf_bank
01_AE.JP.-.DR5032.AB253719	crf_bank
01_AE.JP.-.DR5032.AB253720	crf_bank
01_AE.JP.-.DR5032.AB253721	crf_bank
01_AE.JP.-.DR5032.AB253722	crf_bank
01_AE.JP.-.DR5032.AB253723	crf_bank
01_AE.JP.-.DR5032.AB253724	crf_bank
01_AE.JP.-.DR5032.AB253725	crf_bank
01_AE.ID.1993.ID17.AB485652	crf_bank
01_AE.ID.1993.ID17.AB485653	crf_bank
01_AE.TH.-.NP03.AB485654	crf_bank
01_AE.TH.-.NP03.AB485655	crf_bank
01_AE.JP.-.JRC77AE.AB565503	crf_bank
01_AE.JP.-.JRC77AE.AB565504	crf_bank
01_AE.TH.1993.93TH057.AF197338	crf_bank
01_AE.TH.1993.93TH065.AF197339	crf_bank
01_AE.TH.1990.CM235.AF259954	crf_bank
01_AE.TH.1990.CM235.AF259955	crf_bank
01_AE.CN.1997.97CNGX2F_97CNGX_2F.AY008714	crf_bank
01_AE.CN.1997.97CNGX_11F.AY008718	crf_bank
01_AE.TH.2002.OUR737I.AY358037	crf_bank
01_AE.TH.2001.OUR674I.AY358038	crf_bank
01_AE.TH.1999.OUR164I.AY358045	crf_bank
01_AE.TH.2000.OUR201I.AY358046	crf_bank
01_AE.TH.1999.OUR202I.AY358047	crf_bank
01_AE.TH.1999.OUR203I.AY358048	crf_bank
01_AE.TH.1999.OUR258I.AY358049	crf_bank
01_AE.TH.1999.OUR008I.AY358065	crf_bank
01_AE.TH.2000.OUR200I.AY358066	crf_bank
01_AE.TH.1990.90TH_CM244.AY713425	crf_bank
01_AE.TH.2000.00TH_C4382.AY945725	crf_bank
01_AE.JP.1993.93JP_NH1.BD187399	crf_bank
01_AE.TH.2004.BKD.DQ314731	crf_bank
01_AE.TH.1996.M114.DQ354117	crf_bank
01_AE.CN.2006.Fj061.EF036536	crf_bank
01_AE.VN.1998.98VNBG4.FJ185228	crf_bank
01_AE.VN.1998.98VNBG5.FJ185229	crf_bank
01_AE.VN.1998.98VNBG6.FJ185230	crf_bank
01_AE.VN.1998.98VNBG7.FJ185231	crf_bank
01_AE.VN.1998.98VNHD9.FJ185232	crf_bank
01_AE.VN.1998.98VNHD10.FJ185233	crf_bank
01_AE.VN.1998.98VNHD11.FJ185234	crf_bank
01_AE.VN.1998.98VNND15.FJ185235	crf_bank
01_AE.VN.1998.98VNND17.FJ185236	crf_bank
01_AE.VN.1997.97VNHCM301.FJ185237	crf_bank
01_AE.VN.1997.97VNHCM302.FJ185238	crf_bank
01_AE.VN.1997.97VNHCM303.FJ185239	crf_bank
01_AE.VN.1997.97VNHCM310.FJ185240	crf_bank
01_AE.VN.1997.97VNHCM343.FJ185243	crf_bank
01_AE.VN.1997.97VNAG201.FJ185245	crf_bank
01_AE.VN.1997.97VNAG202.FJ185246	crf_bank
01_AE.VN.1997.97VNAG208.FJ185250	crf_bank
01_AE.VN.1997.97VNAG214.FJ185253	crf_bank
01_AE.VN.1997.97VNAG216.FJ185254	crf_bank
01_AE.VN.1997.97VNAG220.FJ185256	crf_bank
01_AE.VN.1997.97VNAG221.FJ185257	crf_bank
01_AE.VN.1997.97VNAG223.FJ185258	crf_bank
01_AE.VN.1997.97VNHCM306.FJ185259	crf_bank
01_AE.VN.1997.97VNHCM309.FJ185260	crf_bank
01_AE.CN.2005.05GX012.GU564223	crf_bank
01_AE.CN.2005.05GX014.GU564225	crf_bank
01_AE.CN.2005.05GX156.GU564228	crf_bank
01_AE.TH.2005.05TH127331.JN248338	crf_bank
01_AE.CN.2010.CYM139.JX112802	crf_bank
01_AE.CN.2010.CYM149.JX112806	crf_bank
01_AE.CN.2007.FJ070037.JX112815	crf_bank
01_AE.CN.2007.FJ070039.JX112816	crf_bank
01_AE.CN.2007.GD070083.JX112822	crf_bank
01_AE.CN.2007.GD070176.JX112828	crf_bank
01_AE.CN.2007.GZ070015.JX112841	crf_bank
01_AE.CN.2007.GZ070016.JX112842	crf_bank
01_AE.CN.2010.JL100007.JX112847	crf_bank
01_AE.CN.2010.JL100014.JX112848	crf_bank
01_AE.CN.2007.JS071004.JX112852	crf_bank
01_AE.CN.2007.LN070010.JX112855	crf_bank
01_AE.CN.2006.SC070062.JX112857	crf_bank
01_AE.CN.2006.SC070064.JX112858	crf_bank
01_AE.CN.2007.TJ070003.JX112859	crf_bank
01_AE.CN.2002.YN0203.JX112860	crf_bank
01_AE.CN.2002.YN0225.JX112862	crf_bank
01_AE.CN.2002.YN0232.JX112864	crf_bank
01_AE.CN.2002.YN0235.JX112865	crf_bank
01_AE.CN.2009.ZK052.JX112869	crf_bank
01_AE.TH.2006.AA002a_WG1.JX446666	crf_bank
01_AE.TH.2005.AA004a_WG12.JX446710	crf_bank
01_AE.TH.2005.AA004a_wg1.JX446711	crf_bank
01_AE.TH.2005.AA004a_wg2.JX446713	crf_bank
01_AE.TH.2005.AA004a_wg3.JX446714	crf_bank
01_AE.TH.2005.AA004a_wg4.JX446715	crf_bank
01_AE.TH.2005.AA004a_wg5.JX446716	crf_bank
01_AE.TH.2005.AA004a_wg6.JX446717	crf_bank
01_AE.TH.2005.AA004a_wg7.JX446718	crf_bank
01_AE.TH.2005.AA004a_wg8.JX446719	crf_bank
01_AE.TH.2006.AA006a03.JX446737	crf_bank
01_AE.TH.2008.AA007a_WG1.JX446755	crf_bank
01_AE.TH.2008.AA007a_WG11.JX446757	crf_bank
01_AE.TH.2008.AA007a_WG12.JX446758	crf_bank
01_AE.TH.2008.AA007a_WG13.JX446759	crf_bank
01_AE.TH.2008.AA007a_WG14.JX446760	crf_bank
01_AE.TH.2008.AA007a_WG2.JX446761	crf_bank
01_AE.TH.2008.AA007a_WG6.JX446763	crf_bank
01_AE.TH.2008.AA007a_WG7.JX446764	crf_bank
01_AE.TH.2008.AA013a05.JX446848	crf_bank
01_AE.TH.2008.AA013a03.JX446849	crf_bank
01_AE.TH.2008.AA013a02.JX446851	crf_bank
01_AE.TH.2008.AA013a01.JX446852	crf_bank
01_AE.TH.2006.AA014a05.JX446853	crf_bank
01_AE.TH.2006.AA014a02.JX446854	crf_bank
01_AE.TH.2006.AA014a03.JX446856	crf_bank
01_AE.TH.2006.AA017a_wg2.JX446900	crf_bank
01_AE.TH.2006.AA017a_wg3.JX446901	crf_bank
01_AE.TH.2006.AA017a_wg4.JX446902	crf_bank
01_AE.TH.2006.AA017a_wg5.JX446903	crf_bank
01_AE.TH.2007.AA019a_WG1.JX446916	crf_bank
01_AE.TH.2007.AA019a_WG12.JX446919	crf_bank
01_AE.TH.2007.AA019a_WG2.JX446920	crf_bank
01_AE.TH.2007.AA019a_WG3.JX446921	crf_bank
01_AE.TH.2007.AA019a_WG4.JX446922	crf_bank
01_AE.TH.2007.AA019a_WG5.JX446923	crf_bank
01_AE.TH.2007.AA019a_WG7.JX446924	crf_bank
01_AE.TH.2007.AA019a_WG8.JX446925	crf_bank
01_AE.TH.2007.AA019a_WG9.JX446926	crf_bank
01_AE.TH.2007.AA024a10.JX446987	crf_bank
01_AE.TH.2007.AA024a11.JX446988	crf_bank
01_AE.TH.2007.AA024a07.JX446990	crf_bank
01_AE.TH.2007.AA024a06.JX446991	crf_bank
01_AE.TH.2007.AA024a05.JX446992	crf_bank
01_AE.TH.2007.AA024a09.JX446993	crf_bank
01_AE.TH.2007.AA024a04.JX446994	crf_bank
01_AE.TH.2007.AA024a03.JX446995	crf_bank
01_AE.TH.2007.AA024a02.JX446996	crf_bank
01_AE.TH.2004.AA027a_wg1.JX447018	crf_bank
01_AE.TH.2004.AA027a_wg2.JX447019	crf_bank
01_AE.TH.2004.AA027a_wg3.JX447020	crf_bank
01_AE.TH.2004.AA027a_wg5.JX447022	crf_bank
01_AE.TH.2004.AA027a_wg6.JX447023	crf_bank
01_AE.TH.2004.AA027a_wg7.JX447024	crf_bank
01_AE.TH.2004.AA027a_wg1a.JX447025	crf_bank
01_AE.TH.2004.AA027a_wg2a.JX447026	crf_bank
01_AE.TH.2004.AA027a_wg3a.JX447027	crf_bank
01_AE.TH.2007.AA028a_wg4.JX447029	crf_bank
01_AE.TH.2007.AA028a_wg5.JX447030	crf_bank
01_AE.TH.2007.AA028a_wg7.JX447031	crf_bank
01_AE.TH.2007.AA028a_wg9.JX447032	crf_bank
01_AE.TH.2007.AA030a08.JX447054	crf_bank
01_AE.TH.2007.AA030a05.JX447055	crf_bank
01_AE.TH.2007.AA030a06.JX447056	crf_bank
01_AE.TH.2007.AA030a03.JX447058	crf_bank
01_AE.TH.2007.AA030a01.JX447059	crf_bank
01_AE.TH.2007.AA030a02.JX447060	crf_bank
01_AE.TH.2007.AA030a09.JX447061	crf_bank
01_AE.TH.2007.AA030a12.JX447062	crf_bank
01_AE.TH.2007.AA031a01.JX447063	crf_bank
01_AE.TH.2007.AA031a04.JX447065	crf_bank
01_AE.TH.2007.AA031a05.JX447066	crf_bank
01_AE.TH.2007.AA031a06.JX447067	crf_bank
01_AE.TH.2008.AA032a01.JX447072	crf_bank
01_AE.TH.2008.AA032a02.JX447073	crf_bank
01_AE.TH.2008.AA032a05.JX447075	crf_bank
01_AE.TH.2008.AA032a03.JX447076	crf_bank
01_AE.TH.2005.AA033a_wg1.JX447077	crf_bank
02_AG.CM.2002.02CM_1970LE.AY371128	crf_bank
02_AG.GH.2021.KBH77-GH.OQ121901	crf_bank
02_AG.GH.2021.KBH71-GH.OQ121897	crf_bank
02_AG.BE.16.BC.MN485999	crf_bank
02_AG.SE.11.SE602024.KP411845	crf_bank
02_AG.PK.15.PK024.KX232616	crf_bank
02_AG.SE.2011.SE602020.KP411844	crf_bank
02_AG.GH.2022.KBH90-GH.OQ121913	crf_bank
02_AG.GB.13.15228_1_71.3.MF109709	crf_bank
02_AG.GH.2021.KBH84-GH.OQ121907	crf_bank
02_AG.GW.14.DE00214GW005.MH078542	crf_bank
02_AG.CM.10.LB006_1.MK086132	crf_bank
02_AG.SE.11.SE602019.KP411843	crf_bank
02_AG.CY.09.CY256.JF683799	crf_bank
02_AG.NG.10.10NG020065.KX389621	crf_bank
02_AG.GH.2021.KBH53-GH.OQ121883	crf_bank
02_AG.GH.2020.KBH46-GH.OQ121877	crf_bank
02_AG.x.00.LA12FroG.KU168267	crf_bank
02_AG.CM.11.11CMLB115.MT349415	crf_bank
02_AG.NG.09.09NG_SC24.JN248585	crf_bank
02_AG.GH.2020.KBH45-GH.OQ121876	crf_bank
02_AG.CD.2017.33.PX241584	crf_bank
02_AG.GW.14.DE00214GW002.MH078541	crf_bank
02_AG.GH.2022.EHC003-GH.OQ121845	crf_bank
02_AG.CM.08.08CMBDSH9.MN153494	crf_bank
02_AG.GB.14.13612_1_7.4.MF109432	crf_bank
02_AG.PK.2015.PK035.KX232625	crf_bank
02_AG.CY.09.CY247.JF683792	crf_bank
02_AG.CM.15.DE00215CM060.MT222937	crf_bank
02_AG.GW.14.DE00214GW043.MT222961	crf_bank
02_AG.NG.11.DE00211NG010.KY953198	crf_bank
02_AG.NG.10.10NG030161.KX389610	crf_bank
02_AG.CI.16.DEURF16CI022.MH078539	crf_bank
02_AG.GH.03.03GH197AG.AB286863	crf_bank
02_AG.CM.06.06CMARC10.MN153479	crf_bank
02_AG.NG.12.12NG060418.KX389649	crf_bank
02_AG.GW.14.DE00214GW009.MH078544	crf_bank
02_AG.US.09.Pt5_JA_DNA_end4_1.ON015282	crf_bank
02_AG.CM.10.DE00210CM013.KF859739	crf_bank
02_AG.CM.01.01CM_0126MA.GU201499	crf_bank
02_AG.CD.2017.193.PX241642	crf_bank
02_AG.NG.11.DE00211NG009.KY953197	crf_bank
02_AG.RU.2015.RU_ERS_2992_2015.MZ427751	crf_bank
02_AG.CY.18.CY538.ON989290	crf_bank
02_AG.NG.06.06NG_SC11.JN248580	crf_bank
02_AG.CM.2001.NYU2140_1.MK086124	crf_bank
02_AG.GW.14.DE00214GW018_6965.MK397970	crf_bank
02_AG.SN.13.9580.KT223760	crf_bank
02_AG.GH.2022.KBH101-GH.OQ121854	crf_bank
02_AG.BE.19.DB.MT417738	crf_bank
02_AG.PK.15.PK032.KX232622	crf_bank
02_AG.CD.2017.18CD-0607.PX241720	crf_bank
02_AG.GH.2021.KBH56-GH.OQ121885	crf_bank
02_AG.SN.13.5294.KT223759	crf_bank
02_AG.GH.2020.KBH02-GH.OQ121846	crf_bank
02_AG.GH.2020.KBH08-GH.OQ121851	crf_bank
02_AG.GH.2021.KBH73-GH.OQ121899	crf_bank
02_AG.SE.14.098GN.MF373200	crf_bank
02_AG.CM.01.01CM_0925MO.AY371134	crf_bank
02_AG.KR.2004.04MHI10.JQ316137	crf_bank
02_AG.CM.10.DE00210CM019.KU749419	crf_bank
02_AG.FR.2015.CODb4_12.OP994793	crf_bank
02_AG.CM.08.08CMBDSH131.MN153486	crf_bank
02_AG.GH.2020.KBH31-GH.OQ121869	crf_bank
02_AG.CD.2017.65.PX241599	crf_bank
02_AG.CM.06.06CMARC11.MN153480	crf_bank
02_AG.CM.02.02CM_0014BBY.AY371126	crf_bank
02_AG.ES.10.P2648.MK177825	crf_bank
02_AG.GB.14.14592_1_56.3.MF109550	crf_bank
02_AG.UG.10.DEURF10UG006.KF716488	crf_bank
02_AG.GH.2020.KBH24-GH.OQ121863	crf_bank
02_AG.NG.x.IBNG.L39106	crf_bank
02_AG.GH.2021.KBH85-GH.OQ121908	crf_bank
02_AG.CM.10.LB095_1.MK086113	crf_bank
02_AG.ES.06.P1423.EU884501	crf_bank
03_A6B.RU.98.RU98001_98RU001.AF193277_syn2_yr2006	crf_bank
03_A6B.GB.13.13774_1_51.3.MF109476_syn1_yr2014	crf_bank
04_cpx.GR.2000.Read6_HIV_CRF04_cpx.KX228822	crf_bank
04_cpx.CY.05.CY081.FJ388917	crf_bank
05_DF.CD.2018.CD19-0731.PX241772_syn1_yr2020	crf_bank
05_DF.BE.x.VI1310.AF193253	crf_bank
06_cpx.GH.2020.KBH22-GH.OQ121861	crf_bank
06_cpx.CN.18.11_047.MW693026	crf_bank
06_cpx.CY.17.CY422.ON989230	crf_bank
06_cpx.GH.2021.KBH78-GH.OQ121902	crf_bank
06_cpx.RU.2005.04RU001.DQ400856	crf_bank
06_cpx.CY.2019.CY612.ON989334	crf_bank
06_cpx.NG.10.10NG030498.KX389609	crf_bank
07_BC.CN.2021.94881.PQ877743	crf_bank
07_BC.CN.2022.96376.PQ877854	crf_bank
07_BC.CN.2021.94035.PQ877835	crf_bank
07_BC.CN.2023.96558.PQ877789	crf_bank
07_BC.CN.2021.94390.PQ877845	crf_bank
07_BC.CN.2020.91847.PQ877856	crf_bank
07_BC.CN.2023.96889.PQ877849	crf_bank
07_BC.CN.2020.92336.PQ877844	crf_bank
07_BC.CN.2019.90031.PQ877815	crf_bank
07_BC.CN.2023.96578.PQ877863	crf_bank
07_BC.CN.2023.97000.PQ877841	crf_bank
07_BC.CN.2022.96037.PQ877842	crf_bank
07_BC.CN.2021.94620.PQ877747	crf_bank
07_BC.CN.2021.93283.PQ877757	crf_bank
07_BC.CN.2022.96005.PQ877851	crf_bank
07_BC.CN.2021.94598.PQ877749	crf_bank
07_BC.CN.2024.116866_44.PV207468	crf_bank
07_BC.CN.2021.95024.PQ877739	crf_bank
07_BC.CN.2021.94207.PQ877770	crf_bank
07_BC.CN.2019.90050.PQ877816	crf_bank
07_BC.CN.2021.94693.PQ877746	crf_bank
07_BC.CN.2021.93609.PQ877834	crf_bank
07_BC.CN.2023.113769_6.PV207398	crf_bank
07_BC.CN.2022.98515_348.PV136294	crf_bank
07_BC.CN.2020.91177.PQ877830	crf_bank
07_BC.CN.2023.112739_59.PV136391	crf_bank
07_BC.CN.2021.94592.PQ877833	crf_bank
07_BC.CN.2020.92146.PQ877817	crf_bank
07_BC.CN.2023.96982.PQ877786	crf_bank
07_BC.CN.2023.96923.PQ877850	crf_bank
07_BC.CN.2019.90115.PQ877813	crf_bank
07_BC.CN.2023.113769_92.PV207401	crf_bank
07_BC.CN.2024.121395_32.PV207509	crf_bank
07_BC.CN.2024.119400_61.PV136423	crf_bank
07_BC.CN.2021.94823.PQ877744	crf_bank
07_BC.CN.2020.92367.PQ877821	crf_bank
07_BC.CN.2022.98791_440.PV136302	crf_bank
07_BC.CN.06.Sichuan_2006_SC006.JX392378	crf_bank
07_BC.CN.2024.117069_65.PV207469	crf_bank
07_BC.CN.2021.94909.PQ877742	crf_bank
07_BC.CN.2022.96156.PQ877837	crf_bank
07_BC.CN.2021.94933.PQ877740	crf_bank
07_BC.CN.2024.121395_64.PV207516	crf_bank
07_BC.CN.07.xj070241.KF250385	crf_bank
07_BC.CN.2024.116323_64.PV207464	crf_bank
07_BC.CN.2023.96710.PQ877777	crf_bank
07_BC.CN.18.JX_GZ_27_M_SG_6.MT611505	crf_bank
07_BC.CN.2022.96313.PQ877838	crf_bank
07_BC.CN.2020.91723.PQ877826	crf_bank
07_BC.CN.2021.93924.PQ877766	crf_bank
07_BC.TW.13.pCRF07.KF234628	crf_bank
07_BC.CN.2023.96729.PQ877848	crf_bank
07_BC.CN.2023.99424_98.PV136337	crf_bank
07_BC.CN.07.HB070037.KF250373	crf_bank
07_BC.CN.2023.96868.PQ877781	crf_bank
07_BC.CN.2022.98515_45.PV136287	crf_bank
07_BC.CN.2022.96088.PQ877794	crf_bank
07_BC.CN.2021.93946.PQ877767	crf_bank
07_BC.CN.2022.98515_212.PV136289	crf_bank
07_BC.CN.2023.113769_54.PV207397	crf_bank
07_BC.CN.2024.119400_41.PV136422	crf_bank
07_BC.CN.2024.121395_48.PV207514	crf_bank
07_BC.CN.2022.96141.PQ877799	crf_bank
07_BC.CN.2023.96591.PQ877771	crf_bank
07_BC.CN.2023.113538_79.PV136396	crf_bank
07_BC.CN.2023.96748.PQ877779	crf_bank
07_BC.CN.2022.96375.PQ877807	crf_bank
07_BC.CN.2021.93884.PQ877860	crf_bank
07_BC.CN.2024.121395_47.PV207513	crf_bank
07_BC.CN.2006.SC070059.KF250376	crf_bank
07_BC.CN.2022.95790.PQ877804	crf_bank
07_BC.CN.2021.93597.PQ877760	crf_bank
07_BC.CN.2022.98818_207.PV136326	crf_bank
07_BC.CN.2023.113769_15.PV207392	crf_bank
07_BC.CN.2022.96123.PQ877797	crf_bank
07_BC.CN.2023.112739_62.PV207380	crf_bank
07_BC.CN.2020.92148.PQ877858	crf_bank
07_BC.CN.2024.115159_11.PV207445	crf_bank
07_BC.CN.2022.96176.PQ877865	crf_bank
07_BC.CN.2022.96314.PQ877805	crf_bank
07_BC.CN.2023.116154_142.PV136410	crf_bank
07_BC.CN.2024.121262_17.PV207504	crf_bank
07_BC.CN.2021.94546.PQ877751	crf_bank
07_BC.CN.2019.90145.PQ877792	crf_bank
07_BC.CN.2022.98642_340.PV136296	crf_bank
07_BC.CN.2020.91846.PQ877828	crf_bank
07_BC.CN.2023.105236_380.PV136359	crf_bank
07_BC.CN.2005.pXJDC6441-2.EF420986	crf_bank
07_BC.CN.2023.96823.PQ877780	crf_bank
07_BC.CN.2021.94072.PQ877768	crf_bank
07_BC.CN.2021.93752.PQ877761	crf_bank
07_BC.CN.2021.93896.PQ877764	crf_bank
07_BC.CN.2021.95037.PQ877738	crf_bank
07_BC.GB.14.14592_1_61.3.MF109555	crf_bank
08_BC.CN.2023.114442_1.PV207411	crf_bank
08_BC.CN.07.07CNYN328.KF835515	crf_bank
08_BC.MM.13.mSSDU220.KU820840	crf_bank
08_BC.CN.2024.116167_18.PV207461	crf_bank
08_BC.CN.07.GD070077.KF250369	crf_bank
08_BC.CN.07.07CNYN363.KF835541	crf_bank
08_BC.CN.07.07CNYN306.KF835495	crf_bank
08_BC.CN.07.07CNYN350.KF835531	crf_bank
08_BC.CN.07.07CNYN307.KF835496	crf_bank
08_BC.CN.2007.2007CNGX_HK.KF312642	crf_bank
08_BC.CN.2000.p00CH-HH090_08_BC02.AB773884	crf_bank
08_BC.CN.07.07CNYN346.KF835530	crf_bank
08_BC.CN.07.07CNYN320.KF835507	crf_bank
08_BC.CN.2024.115491_93.PV207449	crf_bank
08_BC.CN.2007.07CNYN321.KF835508	crf_bank
08_BC.CN.2023.114442_117.PV207412	crf_bank
08_BC.CN.2017.HIV_RLR32.PV879566	crf_bank
09_cpx.CI.00.00IC_10092.AJ866553_syn1_yr2001	crf_bank
09_cpx.US.99.99DE4057.AY093607	crf_bank
10_CD.TZ.96.96TZ_BF110.AF289550_syn3_yr2023	crf_bank
10_CD.TZ.96.96TZ_BF071.AF289549	crf_bank
11_cpx.SE.16.104CM.MF373206	crf_bank
11_cpx.CM.08.1252_11.KP718929	crf_bank
11_cpx.CD.2017.18CD-0026.PX241671	crf_bank
11_cpx.CM.11.DEURF11CM015.KP109503	crf_bank
11_cpx.GR.x.GR17.AF179368	crf_bank
11_cpx.CM.02.A1774.KP718935	crf_bank
11_cpx.CM.04.1230_24.KP718938	crf_bank
11_cpx.CM.06.263_26.KP718914	crf_bank
12_BF.AR.1999.A047.AF408627	crf_bank
12_BF.CN.18.10_097.MT712270	crf_bank
12_BF.AR.1997.A050.AF408631	crf_bank
12_BF.AR.1999.A027.AF332867	crf_bank
13_cpx.CM.02.02CM_A1394.DQ845388	crf_bank
13_cpx.GB.14.13612_1_33.3.MF109417	crf_bank
13_cpx.CM.04.04CM_173_9.DQ845386	crf_bank
14_BG.ES.2004.X1118_4.FJ670517	crf_bank
14_BG.CY.17.CY394.ON989215	crf_bank
14_BG.ES.2005.DE01405BR001.JX140649	crf_bank
14_BG.ES.2005.DE01405ES002.KC473837	crf_bank
15_01B.TH.02.02TH_OUR1332.AF529573	crf_bank
15_01B.TH.99.99TH_R2399.AF530576	crf_bank
16_A2D.KR.1992.92GWR10-19029.OQ703773	crf_bank
16_A2D.KE.05.05KE725124V4.KT022406	crf_bank
17_BF1.PY.02.PY02_PSP0073.EU581824	crf_bank
17_BF1.AR.02.AR02_ARG2233.EU581826	crf_bank
18_cpx.CU.99.CU76.AY586540	crf_bank
18_cpx.CU.99.CU68.AY894993	crf_bank
19_cpx.ES.14.EUR_0041.KU685582_syn1_yr2019	crf_bank
19_cpx.CU.99.CU29.AY588971_syn2_yr2024	crf_bank
20_BG.US.2018.5108_wk-2_5_J15.MW062989	crf_bank
20_BG.ES.14.ARP1210.KT276270	crf_bank
20_BG.ES.99.R77.AY586544	crf_bank
20_BG.CU.03.CB134.DQ020274	crf_bank
20_BG.US.2018.5108_wk-2_5_B15.MW062987	crf_bank
20_BG.CU.99.Cu103.AY586545	crf_bank
20_BG.US.2018.5108_wk-2_5_M22.MW062991	crf_bank
20_BG.US.18.5108_wk_2_3_I20.MW062981	crf_bank
21_A2D.KE.91.KNH1254.AY945737_syn3_yr2005	crf_bank
